true_label,predicted_label,reconstruction_error,phase1_anomaly
dos,normal,0.5807744485270687,0
dos,dos,2.7270834156620087,0
normal,normal,0.0029674996174212,0
normal,normal,0.001133008607869622,0
dos,normal,4.397274503017928,0
probe,probe,0.7014188796596007,0
normal,normal,0.11434575004754123,0
normal,normal,0.0016940304590301262,0
r2l,normal,0.3108365612374923,0
normal,normal,0.002668409643864545,0
dos,dos,2.736674592089282,0
dos,dos,3.4852802684464965,0
dos,dos,2.9851353570937804,0
probe,normal,0.27817746080124317,0
dos,dos,2.6296791187365645,0
dos,dos,1.4463767169744886,0
dos,dos,3.0116304974826567,0
dos,ZERO-DAY,260.0351918132764,1
probe,probe,4.997519677989383,0
normal,normal,0.0016893757612575593,0
normal,normal,0.021229219780876146,0
normal,normal,0.01151569035232807,0
normal,normal,0.0066813207336246586,0
dos,normal,4.401790388918134,0
r2l,normal,0.12385794081549818,0
normal,probe,0.23379683924224962,0
dos,dos,4.308262280137334,0
dos,dos,2.352604145494572,0
normal,normal,0.0013924449353524377,0
normal,normal,0.0010278320245300523,0
dos,normal,0.24600510773600945,0
dos,normal,4.309870262879734,0
probe,ZERO-DAY,709.8139177409116,1
dos,normal,0.4742364233160752,0
dos,dos,1.2557295782037194,0
dos,dos,2.355397816276897,0
probe,probe,3.2892084585021153,0
dos,dos,0.9984164504242313,0
normal,normal,0.002749086077561835,0
normal,normal,0.0026307714918423555,0
normal,normal,0.001838766120321419,0
normal,normal,0.009737442845047326,0
normal,probe,0.009734599121936138,0
normal,normal,0.007163330116396878,0
normal,normal,0.02510918495623522,0
dos,dos,4.254317557736524,0
normal,normal,0.0023319923636700517,0
normal,normal,0.01439357577955596,0
dos,dos,2.201964607850265,0
r2l,normal,0.12385801638145744,0
normal,normal,0.021229266398766277,0
dos,normal,0.34030287564154965,0
normal,normal,0.0028680072099025763,0
probe,probe,2.1089822692717592,0
probe,probe,3.2178412969954526,0
normal,normal,0.002517457739320713,0
normal,normal,2.2309455512383862,0
normal,normal,0.024576885066523294,0
dos,dos,2.7134611954716803,0
probe,dos,3.90879243926622,0
normal,normal,0.002101414617969899,0
dos,dos,2.7073248394649845,0
dos,normal,5.433532141854729,0
dos,dos,0.3130957677123088,0
dos,dos,2.4523654933139203,0
normal,normal,0.0012711719483410873,0
dos,dos,2.67575037964822,0
r2l,probe,0.11429106167528034,0
r2l,normal,0.11427054292439749,0
r2l,normal,3.154103897310184,0
dos,dos,0.0028109539608714047,0
dos,dos,0.14099399685900618,0
normal,normal,0.006008204197845893,0
normal,normal,0.0021289654290977253,0
probe,normal,0.3747088234236944,0
normal,normal,0.02480865969876182,0
r2l,normal,0.31083649939284264,0
normal,normal,0.00411746113780263,0
dos,dos,2.43178276000908,0
normal,normal,0.060421882170985576,0
dos,dos,2.3899070473046415,0
r2l,normal,0.011854016292681244,0
dos,normal,0.3656332677295177,0
normal,normal,0.002277529272105537,0
dos,dos,0.835174050060869,0
dos,dos,1.8195231774678788,0
r2l,probe,0.1144176379624413,0
normal,normal,0.01772170600796689,0
probe,probe,0.3588828590567899,0
normal,normal,0.0013173229345381468,0
dos,dos,1.5502713469127796,0
normal,normal,0.0011642184610640733,0
dos,dos,3.0932498072021697,0
dos,ZERO-DAY,342.75280087508946,1
probe,ZERO-DAY,461.346446735946,1
normal,normal,0.012770678034129465,0
normal,normal,0.030046678241272246,0
normal,normal,0.060321961600920855,0
r2l,probe,0.1143415143931017,0
probe,probe,0.6741865275346671,0
dos,dos,1.0940861033343954,0
probe,probe,1.8503407795181905,0
dos,normal,4.311634333044734,0
normal,normal,0.0029727121645221582,0
normal,normal,0.002122977888768886,0
dos,dos,3.076784883179711,0
dos,normal,0.3316063547513037,0
dos,dos,3.073522258617077,0
dos,dos,4.282080027635824,0
r2l,probe,4.78482263052854,0
probe,probe,2.963403291185705,0
normal,normal,0.0018731549642863911,0
dos,dos,0.9963725914675544,0
dos,ZERO-DAY,260.4838114414687,1
dos,dos,1.1482016213923816,0
dos,dos,2.7063374900838277,0
normal,normal,0.004434644127736296,0
normal,normal,0.002611665607625675,0
normal,probe,0.009734583538758942,0
normal,normal,0.03355812647933878,0
normal,normal,0.0017103702223132285,0
dos,normal,4.3932485411421895,0
normal,normal,0.001068887988036244,0
probe,probe,0.5482632912204711,0
dos,dos,7.824888279297224,0
dos,dos,1.2913762326416394,0
r2l,normal,0.30955502631083337,0
normal,normal,0.009737534105644945,0
probe,probe,0.499888029581006,0
normal,normal,2.237950865122047,0
normal,normal,0.0012345845126821564,0
dos,normal,4.515865391782329,0
dos,dos,2.898465112393412,0
normal,dos,0.08052626195427084,0
dos,dos,4.471077048966176,0
dos,dos,4.471106430780285,0
dos,dos,2.310035470080937,0
normal,normal,0.15805361535542978,0
r2l,normal,3.154103475258191,0
normal,normal,0.04433152695445935,0
probe,probe,3.4511977662783337,0
dos,dos,1.529803729149191,0
dos,dos,3.104221885309937,0
dos,dos,0.0787846901842812,0
normal,normal,0.010320122679532988,0
dos,normal,0.009533178744849867,0
dos,ZERO-DAY,260.40726826801375,1
normal,normal,0.002926060414753138,0
normal,normal,0.022132756894415986,0
normal,normal,0.004453641799499771,0
r2l,r2l,1.36822009965572,0
normal,normal,0.01592702042167414,0
r2l,probe,0.11429108597494349,0
normal,normal,0.0016551136336117626,0
normal,normal,0.002339165964646814,0
r2l,normal,3.1541050751949764,0
r2l,normal,0.12243158823071061,0
normal,normal,0.04368926246560285,0
normal,normal,0.002092770836886184,0
normal,normal,0.0016762485152801087,0
dos,dos,2.702479776453855,0
normal,normal,0.06027532164504023,0
dos,dos,0.0871854307087907,0
normal,normal,0.009737613749493128,0
r2l,normal,0.12384952681001526,0
probe,probe,2.3936478903210756,0
dos,dos,2.50399377075931,0
normal,normal,0.005211939399568589,0
normal,normal,0.0028877217759001057,0
r2l,normal,21.278285343669534,0
normal,normal,0.06065650913674525,0
normal,normal,0.001384560315333921,0
r2l,normal,0.12293104016104361,0
normal,normal,2.1369106837758114,0
normal,normal,0.0025437125252602403,0
dos,dos,1.1551928862043612,0
normal,normal,0.01241486448336302,0
dos,dos,2.7923005133739767,0
normal,normal,0.0010129298692063604,0
probe,probe,2.605707017785185,0
normal,normal,0.0026097644094989626,0
dos,normal,0.5190137799221354,0
dos,normal,5.324892629069205,0
normal,probe,4.917404493712021,0
dos,dos,11.260676728705164,0
dos,normal,0.5151678612498911,0
normal,normal,0.0023259792156842102,0
r2l,normal,0.12384965006301864,0
probe,probe,0.5083878347586164,0
normal,normal,0.06028161952458844,0
normal,normal,0.002135793107980267,0
normal,normal,0.0035058872044687155,0
u2r,normal,0.6468511281601298,0
dos,dos,4.470577637292886,0
r2l,normal,0.31046517411210317,0
probe,probe,3.4511977662783337,0
r2l,normal,0.11668980769144598,0
probe,dos,9.671368974790505,0
normal,normal,0.09876906690331277,0
dos,ZERO-DAY,273.5994317725838,1
dos,dos,2.409877992451095,0
dos,dos,0.0029348312378320667,0
r2l,normal,0.11427056891657916,0
normal,normal,0.005808661392679517,0
normal,normal,0.00166569515820558,0
normal,normal,0.01022874198017909,0
dos,dos,2.2066750972254443,0
dos,ZERO-DAY,263.8315094513079,1
normal,normal,0.002333096043154184,0
r2l,normal,3.154104561153782,0
dos,dos,2.1559254670174632,0
r2l,normal,0.011963805019981026,0
normal,normal,0.04368960289670668,0
normal,normal,0.001855523627849918,0
normal,normal,0.0010948982087389595,0
normal,normal,0.004278594479002945,0
normal,normal,0.0010122804961626138,0
dos,dos,0.13555380669994027,0
r2l,normal,0.3104651816529174,0
dos,dos,2.8228843786500346,0
normal,probe,0.17591918201681664,0
r2l,probe,0.05259029243361116,0
probe,ZERO-DAY,464.30999907806125,1
normal,normal,0.0018594606111460943,0
normal,normal,0.002338014714330953,0
dos,dos,18.563491086695695,0
dos,dos,0.00233198570606859,0
r2l,normal,0.014066303694776015,0
dos,dos,1.190976710505104,0
probe,probe,10.239695644735402,0
dos,dos,2.2875191074615473,0
dos,normal,0.502125671955498,0
dos,dos,1.8186083441017633,0
dos,dos,2.7201921023731397,0
dos,dos,1.9678674966228493,0
normal,normal,0.09990106356089638,0
dos,dos,0.6740467438840968,0
normal,normal,0.007410422124247348,0
dos,dos,1.906552635219452,0
dos,dos,0.002578072976945595,0
dos,dos,2.9389547164929177,0
r2l,normal,0.31083649595825136,0
normal,normal,0.0013459122707542952,0
dos,dos,1.563942071272404,0
r2l,normal,0.12243158823071061,0
normal,normal,0.011854037457668854,0
normal,normal,0.0026587040501105906,0
dos,dos,4.470784615063164,0
normal,normal,0.0018828896462150825,0
dos,dos,0.9067784374429486,0
dos,dos,2.3678870350436303,0
dos,dos,2.365077086837549,0
normal,normal,0.002445136034789107,0
normal,normal,0.004468376090531666,0
normal,normal,0.0030404162370698666,0
normal,normal,0.011958427861445076,0
normal,normal,0.0028892679603792124,0
r2l,normal,0.11427056891657916,0
r2l,normal,0.011963805019981026,0
normal,normal,0.0010352507870489559,0
normal,normal,2.237949945190991,0
dos,dos,2.7096784949643093,0
normal,normal,0.00263396700151877,0
normal,normal,0.0026633148079470634,0
probe,probe,0.22035842886521181,0
normal,normal,0.0017072272487728948,0
r2l,normal,3.1541047980319026,0
r2l,normal,3.1541050751949764,0
dos,dos,0.9525523157417451,0
dos,dos,0.8543441589355085,0
dos,normal,0.009470675100212654,0
normal,normal,0.03431264636761163,0
normal,normal,0.05943512907471319,0
r2l,normal,0.12385801952568483,0
normal,normal,2.237950549564596,0
dos,dos,2.3740721562641327,0
r2l,r2l,1.3682204670501674,0
probe,ZERO-DAY,464.70112945385017,1
dos,dos,3.3262092307748135,0
dos,dos,3.113838236265435,0
r2l,probe,0.1144176192321583,0
normal,normal,0.0061321336636167454,0
dos,ZERO-DAY,456.05541604704257,1
normal,normal,0.001239772824199015,0
normal,normal,0.0017117054054465147,0
dos,dos,2.381392494095041,0
dos,dos,1.2980443644622544,0
r2l,normal,3.1541047980319026,0
dos,normal,0.5792358077495368,0
r2l,normal,0.011963805019981026,0
probe,probe,3.253313952554245,0
normal,normal,0.23335702276523476,0
dos,normal,0.009621468370015443,0
r2l,probe,0.11429106931019362,0
normal,normal,0.022043698833837333,0
normal,normal,0.09876899506230759,0
dos,dos,2.4887170862719157,0
u2r,normal,0.27536883258072486,0
dos,dos,2.2639958367956567,0
dos,normal,0.47758719648966097,0
normal,normal,0.014019593877106768,0
normal,normal,0.024593344733438157,0
normal,normal,0.020634307863550177,0
dos,dos,0.0025584514334616526,0
r2l,normal,0.011963805019981026,0
dos,dos,2.607910757309995,0
normal,normal,0.0014440957719309576,0
r2l,normal,3.154104561153782,0
r2l,normal,0.011963805019981026,0
u2r,normal,0.6468511281601298,0
normal,normal,0.009737998825539239,0
normal,normal,0.001662910161268436,0
normal,normal,0.00210993650714052,0
dos,dos,1.4832610083009579,0
normal,normal,0.00973741376757546,0
r2l,normal,3.1541047980319026,0
probe,probe,0.6997077743990673,0
r2l,normal,0.144176033418492,0
r2l,probe,0.11434157928051154,0
dos,dos,2.7132718153751596,0
dos,dos,2.7826230600771527,0
probe,probe,1.67847126028728,0
dos,dos,1.9601017920957613,0
dos,normal,5.433532141854729,0
r2l,normal,0.014066303694776015,0
probe,probe,5.883740450008066,0
dos,dos,3.5215383016300543,0
probe,normal,9.624674215585054,0
dos,normal,0.7635771406098953,0
dos,dos,1.5709441480989887,0
dos,dos,0.5670679970688342,0
dos,dos,2.8805669962755185,0
probe,normal,3.2971747566418377,0
r2l,normal,0.014066303694776015,0
r2l,normal,0.011963805019981026,0
normal,normal,2.230945949388315,0
dos,dos,1.1166604664257969,0
normal,normal,2.237950059241826,0
dos,dos,2.8585614567033084,0
dos,ZERO-DAY,342.7367518329329,1
probe,dos,1.7846811987361928,0
probe,probe,0.6817837798646024,0
normal,normal,0.007764245261909483,0
normal,normal,0.024579183951859623,0
dos,normal,0.009533178744849867,0
dos,normal,0.471690414942455,0
r2l,normal,0.12384961302083458,0
dos,normal,4.308820317821403,0
normal,normal,0.25138086947362026,0
dos,normal,0.009621468370015443,0
normal,normal,0.008907003263499101,0
dos,ZERO-DAY,260.18601407057076,1
dos,dos,2.4336379647460378,0
normal,normal,0.024592026295025396,0
dos,dos,4.519351789702926,0
dos,dos,3.005596201263051,0
dos,dos,2.597432852897349,0
dos,dos,0.003658561404547706,0
dos,dos,1.4059253771995517,0
r2l,normal,3.1541050751949764,0
dos,dos,1.4706680785995445,0
normal,normal,0.011881187425289987,0
normal,normal,0.0023451322798829577,0
normal,normal,0.01053966164872574,0
normal,normal,0.002333620637593035,0
u2r,normal,0.30755864655422194,0
r2l,normal,0.13221634276869695,0
normal,normal,2.2239793988285177,0
dos,dos,1.357362919484742,0
normal,normal,0.01636042875357686,0
probe,probe,0.6415506403672238,0
dos,dos,2.353306098264626,0
dos,normal,0.009533178744849867,0
dos,dos,1.8070531833511243,0
dos,dos,2.4266823236838877,0
r2l,probe,0.1142910932131244,0
probe,dos,0.8251654318313201,0
normal,normal,0.0013696400723502006,0
dos,dos,1.3127534294869703,0
normal,normal,0.0013459153306929876,0
normal,normal,0.0026092576284509734,0
normal,normal,0.0018840918712650088,0
normal,normal,0.0016927567888955245,0
dos,dos,1.2589048510129914,0
dos,dos,2.722238892382593,0
normal,normal,0.06064546260898513,0
normal,normal,0.0021840706605246395,0
dos,dos,2.6829519062409086,0
dos,dos,2.9454317826095315,0
dos,dos,3.3102507839848045,0
dos,dos,2.5983920438677868,0
normal,normal,0.0013751656246415254,0
normal,normal,0.002885927974910435,0
normal,normal,0.0097377884810617,0
normal,normal,0.0012118546619279272,0
r2l,normal,0.11427054292439749,0
dos,dos,0.30259329870053575,0
r2l,normal,3.154105070664331,0
normal,normal,0.020693055550530925,0
normal,normal,0.001052721562675232,0
dos,normal,0.009533178744849867,0
normal,normal,0.001067460663190476,0
normal,normal,0.0021917502636356833,0
r2l,normal,0.12385795521479677,0
probe,probe,2.4875611971627167,0
dos,dos,4.291055076578325,0
normal,normal,0.009760776244844454,0
normal,normal,0.0017136624433763048,0
normal,normal,0.003560883414117273,0
normal,normal,0.00443355914025057,0
dos,dos,2.2042271181796558,0
dos,dos,3.3263258973434304,0
normal,normal,2.2379507505998752,0
dos,dos,1.435676927056467,0
normal,normal,0.02461390493646248,0
dos,dos,2.255210289349828,0
dos,dos,2.877003187027928,0
normal,normal,0.0028821338445646563,0
r2l,ZERO-DAY,464.61164825183573,1
r2l,normal,3.154104929667165,0
normal,normal,0.011391763211246816,0
normal,normal,0.010732916208203373,0
dos,normal,4.463335501704045,0
normal,normal,0.0010154345195070673,0
normal,normal,0.13340683089363284,0
dos,dos,11.881397683076203,0
normal,normal,0.0026569432419498566,0
normal,normal,0.00229759434796797,0
normal,normal,0.00973807924435671,0
probe,probe,3.155332058214473,0
r2l,normal,0.12243158823071061,0
dos,dos,3.085652618536489,0
r2l,normal,0.12385792634922525,0
normal,normal,0.0016529524812081552,0
normal,normal,0.0038708854703436418,0
dos,dos,2.231120219738372,0
probe,probe,0.22035842886521181,0
dos,dos,2.900083773860988,0
dos,normal,0.5797088440195046,0
dos,dos,2.674773870026599,0
normal,normal,0.0013697789051775454,0
dos,dos,2.5039901229754715,0
probe,probe,2.1625754088612905,0
dos,dos,11.86295121999025,0
normal,normal,0.02457557075749672,0
r2l,normal,0.1238492620003551,0
normal,normal,0.28885566918171207,0
normal,normal,0.002907467155051882,0
dos,normal,0.3452827465209732,0
dos,ZERO-DAY,263.9770583471414,1
dos,dos,2.6856209309608374,0
normal,normal,0.00165565415022722,0
normal,normal,0.011843986621564028,0
normal,normal,0.003089333287746163,0
normal,normal,0.0028023614793706805,0
dos,dos,0.0033814579392804772,0
probe,probe,3.296438014438363,0
normal,normal,0.0027638556906267047,0
r2l,normal,3.154105070664331,0
dos,dos,2.2683974358518166,0
probe,probe,0.5489341525004953,0
dos,dos,2.5181827544320536,0
dos,normal,0.5731156720599182,0
r2l,normal,0.011854016292681244,0
normal,normal,0.009737576888541682,0
dos,normal,0.009533178744849867,0
dos,dos,2.6959896260575964,0
dos,dos,0.20975653411249864,0
normal,normal,0.011778865312573208,0
normal,normal,0.23474729000672637,0
normal,normal,0.0023864790319091827,0
normal,normal,1.660171729803294,0
dos,dos,3.1107768355846708,0
dos,dos,3.3961962898737674,0
dos,dos,1.452316214194487,0
normal,probe,0.06606090533189148,0
r2l,normal,0.011963805019981026,0
probe,normal,9.628970321931964,0
dos,normal,0.41081963296943896,0
dos,dos,1.0473940145754228,0
normal,normal,0.0024491105961658597,0
normal,normal,0.015635671735755776,0
normal,normal,0.0023884255734568783,0
normal,normal,0.001081784893454029,0
dos,dos,2.7063374900838277,0
r2l,normal,3.154103808168203,0
dos,dos,0.09598211814036252,0
dos,normal,5.433532141854729,0
normal,normal,0.0010536923549926993,0
normal,normal,0.0011791685447139972,0
normal,normal,0.0023813661183792923,0
normal,normal,0.0023592589608700757,0
dos,dos,2.871745078489159,0
normal,normal,0.0030017838304525015,0
dos,dos,20.549853405927394,0
normal,normal,0.005679183052076951,0
dos,dos,1.4627777772807609,0
dos,dos,1.5262198172225279,0
r2l,normal,0.12386669373171759,0
dos,dos,2.597805018158305,0
dos,dos,2.006182503608366,0
dos,dos,1.351188184776846,0
normal,normal,0.0026655180912871375,0
normal,normal,0.0021215466215218945,0
dos,dos,0.47505048289848073,0
normal,normal,0.1142662877775289,0
r2l,normal,0.31083652720758387,0
normal,normal,0.002298239549230375,0
dos,dos,0.9653835536490304,0
normal,normal,0.22004925336549577,0
normal,normal,0.003162795536174957,0
normal,normal,0.0013251749925511098,0
normal,normal,0.002737978132824183,0
r2l,normal,3.1541047980319026,0
r2l,normal,0.12387502227953566,0
normal,normal,0.0013826502822650072,0
dos,dos,1.0595672585164784,0
normal,normal,0.016506413544226953,0
probe,probe,3.451197730743044,0
dos,normal,0.009621468370015443,0
dos,dos,2.749425312268341,0
dos,dos,3.1396074179518876,0
dos,dos,2.8061038951978756,0
dos,normal,4.310954735978867,0
dos,dos,2.3508497426651043,0
r2l,normal,0.1238495080465394,0
normal,normal,0.0009940494827555232,0
normal,normal,0.0010608512812626284,0
normal,normal,1.674172598164281,0
dos,normal,0.4663383077382548,0
normal,normal,0.001146655191293555,0
normal,normal,0.0028875717633327015,0
r2l,normal,0.12386668410951811,0
normal,normal,0.002079926879402986,0
normal,normal,0.020298426378665874,0
normal,ZERO-DAY,273.68363004740286,1
dos,dos,3.3961962898737674,0
r2l,normal,0.31083649939284264,0
normal,normal,0.0027882367413230667,0
dos,dos,3.487276799909656,0
dos,dos,2.930882823533251,0
normal,normal,0.008655018510973665,0
normal,normal,0.0012406948667015572,0
probe,ZERO-DAY,464.57594241000237,1
normal,normal,0.0010048683108562699,0
normal,normal,0.0034855444835307434,0
dos,dos,3.133604627094577,0
normal,normal,0.002678649485396399,0
probe,normal,0.6643687934634325,0
normal,normal,0.0023323988214191756,0
dos,dos,2.416646741153149,0
normal,probe,0.009734573718449723,0
normal,normal,1.8169463578345129,0
dos,normal,5.433532141854729,0
normal,probe,0.5692983559848154,0
probe,probe,3.318227881784574,0
normal,normal,0.002685479051636103,0
dos,dos,0.0021315524392034593,0
dos,dos,1.447358141515962,0
normal,normal,0.0017556773360230822,0
probe,probe,0.11262366726190988,0
normal,normal,0.0018205172845777659,0
normal,normal,0.0013600368605498556,0
normal,normal,0.0011549594762471373,0
probe,probe,0.6849232275417547,0
normal,normal,2.2344440902848866,0
normal,normal,0.00297040209699437,0
probe,probe,0.7351806779754203,0
dos,dos,3.115354028766729,0
dos,dos,2.657722914637769,0
normal,normal,0.0023401576986252187,0
normal,normal,0.017203083519431877,0
normal,normal,0.015745608022226593,0
normal,normal,0.001725856548668436,0
normal,normal,0.0020825022965684577,0
probe,ZERO-DAY,464.29140089454177,1
dos,dos,2.4279653162215467,0
normal,normal,0.12057691745494527,0
probe,normal,0.2781375913047037,0
normal,normal,0.0018993145476357074,0
normal,normal,0.00977348613533695,0
dos,dos,2.2579544803362652,0
r2l,probe,0.11429243275647523,0
normal,normal,0.0014448833155238435,0
r2l,normal,3.154104557806835,0
normal,normal,0.0023495841446778635,0
probe,normal,9.628970321931964,0
dos,dos,2.6646749020991742,0
dos,dos,2.6087263461921055,0
r2l,normal,0.12385802700077277,0
dos,dos,3.8183051283599263,0
normal,normal,0.02266908256846971,0
r2l,normal,0.12386657577863136,0
normal,normal,0.0032111295365477737,0
normal,normal,0.0019246301572158708,0
r2l,normal,3.154104929667165,0
dos,dos,2.3388489498695626,0
dos,dos,3.8135926983471844,0
dos,dos,1.48091663939275,0
normal,normal,0.002890831065667869,0
normal,probe,0.21659097867603774,0
normal,normal,0.0012374973327055245,0
dos,dos,3.403421059659926,0
dos,dos,1.6189168599758343,0
dos,dos,2.759639324323681,0
normal,normal,2.230946017686973,0
probe,ZERO-DAY,457.9443425858644,1
dos,dos,2.2893398446207605,0
dos,dos,2.366653306633508,0
dos,dos,0.30245198387354144,0
probe,probe,3.2892084585021153,0
normal,normal,0.011944323871924215,0
dos,normal,0.3083687799623304,0
dos,normal,0.4841594200391655,0
r2l,normal,3.154104411959603,0
normal,normal,0.0013019857877629665,0
r2l,normal,0.014180305569510769,0
r2l,normal,3.154105070664331,0
dos,dos,2.2008067666233955,0
normal,normal,0.0010623674026729345,0
normal,normal,0.009788539040388455,0
dos,normal,0.009533178744849867,0
dos,dos,3.0194815640889465,0
normal,normal,0.003275554491887879,0
r2l,normal,3.154105070664331,0
normal,normal,0.02458215943795204,0
dos,dos,3.0200710715672057,0
dos,normal,5.433532141854729,0
dos,dos,2.335915560136374,0
normal,normal,0.6197025332497331,0
dos,dos,2.8671892840909137,0
probe,dos,1.7935992802589409,0
dos,dos,4.381375872740628,0
dos,normal,0.48295778855340715,0
normal,normal,0.0016847190129980795,0
dos,dos,2.3082051561971473,0
dos,dos,1.0245734896957506,0
probe,normal,3.250137096150688,0
probe,probe,0.5826941250223728,0
dos,dos,0.963212607279636,0
probe,normal,0.42938096019857314,0
probe,normal,9.636380019798919,0
normal,normal,0.010878820113503876,0
dos,dos,1.9069177624869862,0
normal,normal,0.011962395688586076,0
probe,probe,5.883740450008066,0
r2l,normal,3.154103897310184,0
dos,dos,2.68219749210415,0
dos,dos,3.3799032694224636,0
dos,dos,2.6426209676841323,0
r2l,normal,3.1541047980319026,0
dos,normal,0.33433843492110693,0
r2l,normal,0.014180305569510769,0
normal,normal,0.0044570728940281695,0
normal,normal,0.00264138440745239,0
r2l,normal,0.12387508939731508,0
dos,dos,2.3598569302562864,0
normal,normal,0.0013210026145098108,0
dos,dos,2.8845899617469475,0
r2l,normal,0.5375041252530988,0
normal,normal,0.024594818774144878,0
dos,normal,0.5089227136101774,0
probe,normal,3.731315406253877,0
normal,normal,0.0014374303123374955,0
normal,normal,0.007978389008556597,0
normal,normal,0.001068783120749984,0
probe,probe,0.4911114040671663,0
normal,normal,0.007802833453692456,0
normal,normal,0.011848811358629703,0
probe,probe,2.723091762348861,0
dos,dos,0.0021315524392034593,0
dos,normal,4.3089272109621595,0
normal,normal,0.009737504038863079,0
normal,normal,0.0010637179267603556,0
dos,normal,0.311657649641184,0
normal,normal,0.0018967748580071594,0
dos,dos,2.2133299324587923,0
r2l,normal,0.011854007912426094,0
dos,dos,3.1621736069541417,0
r2l,normal,3.154105070664331,0
normal,normal,0.0010337667191180598,0
normal,normal,0.003269190004336616,0
dos,dos,2.5948030754118414,0
normal,normal,0.0026581425940185367,0
r2l,normal,0.31083649595825136,0
dos,dos,1.8059773091872868,0
probe,probe,0.7119956603114631,0
dos,normal,0.4809615879170985,0
normal,normal,0.00209375048481719,0
dos,normal,0.009533178744849867,0
dos,dos,0.11890348339583405,0
dos,dos,1.974922426671012,0
dos,dos,1.5410772513542155,0
dos,dos,2.2697907522277574,0
normal,normal,0.0038238807276164116,0
dos,normal,4.416593999110186,0
dos,normal,0.47719177998557644,0
normal,normal,0.01627789547272796,0
dos,normal,0.471690414942455,0
normal,normal,0.016437689965572728,0
normal,normal,0.0010242473934545394,0
normal,normal,0.0011334376101432982,0
probe,ZERO-DAY,709.8139177409116,1
normal,normal,0.0011103021496793014,0
r2l,normal,4.695986605617205,0
normal,normal,0.0015130919565230952,0
probe,normal,1.429354158054357,0
dos,dos,1.7395058453259706,0
normal,normal,0.0031179040372543414,0
dos,normal,0.3522837681164634,0
normal,normal,0.019623118711299348,0
probe,dos,1.8244688743139863,0
normal,normal,0.0019116617482508897,0
r2l,normal,0.011963805019981026,0
dos,dos,3.007374297086841,0
dos,dos,2.3184236147486756,0
dos,normal,0.009621468370015443,0
dos,dos,2.471013251002392,0
dos,dos,1.2712146218120939,0
dos,ZERO-DAY,342.65552256312736,1
normal,normal,0.006785082476579119,0
dos,dos,0.002002624687138427,0
probe,probe,0.5261048567929699,0
normal,normal,0.002357029823196306,0
normal,normal,0.0023547294484385288,0
r2l,normal,3.1541047980319026,0
dos,dos,0.002871958530717833,0
dos,dos,0.07950129240313396,0
normal,normal,0.0025076665486160068,0
normal,normal,0.010618009937824337,0
r2l,probe,0.1142910900942657,0
normal,normal,0.017149303281430092,0
dos,normal,4.3967518400195695,0
normal,normal,0.0011002044927411194,0
normal,normal,0.11434150486574846,0
probe,dos,0.9015241040536534,0
normal,normal,0.009737749161523658,0
probe,probe,5.883742480117363,0
dos,dos,2.2809709431148035,0
normal,normal,0.004521905138836512,0
normal,normal,0.0019126800941217921,0
r2l,normal,0.1258385474426098,0
probe,probe,2.994733840153198,0
normal,normal,0.0016364988177450489,0
dos,normal,0.4210971027141401,0
dos,normal,0.5061934469150897,0
normal,normal,0.001046855237380949,0
normal,normal,0.0011360043155603844,0
dos,normal,5.433532141854729,0
dos,dos,3.091590070457663,0
dos,dos,1.6016056696850611,0
dos,normal,0.4946985105770593,0
dos,normal,0.49798618104429915,0
r2l,normal,0.12385792634922525,0
r2l,normal,0.014180305569510769,0
dos,dos,2.326515771582539,0
dos,dos,2.385411494121462,0
normal,normal,0.10184790264337694,0
dos,dos,1.555854454223569,0
dos,dos,1.249625887750086,0
dos,normal,4.418472053624171,0
normal,normal,0.002898390262552383,0
r2l,normal,0.12385809871827246,0
normal,normal,2.2239801542246784,0
normal,normal,0.0016587179359647617,0
dos,normal,5.433532141854729,0
r2l,probe,0.11451935733466612,0
r2l,normal,0.31083649939284264,0
normal,normal,0.025038999553293213,0
normal,normal,0.0017298652478986952,0
r2l,normal,0.11427054292439749,0
r2l,probe,0.1142910932131244,0
normal,normal,0.0011281574950823012,0
normal,normal,0.022083129701460993,0
normal,normal,0.001688340698767085,0
r2l,probe,0.11441765082174145,0
r2l,normal,0.537503956821049,0
normal,normal,0.0015273552917562869,0
dos,normal,0.49633974131316516,0
dos,dos,4.470963433044496,0
dos,normal,4.454313852375779,0
normal,normal,1.631318287896196,0
normal,normal,0.012318748434210214,0
normal,normal,0.0026317670051183377,0
normal,normal,0.0037965685325516353,0
normal,normal,0.09876898669418692,0
dos,normal,0.48940110705459555,0
dos,dos,2.3821864249052536,0
dos,dos,19.098893864707264,0
dos,dos,1.4785597177739562,0
probe,normal,3.370737568999616,0
dos,dos,0.6086470925153619,0
dos,dos,2.3166866771109036,0
dos,dos,1.6218722178190503,0
dos,normal,0.009621468370015443,0
probe,probe,0.5008717820847758,0
normal,normal,0.017956640197738575,0
normal,normal,0.0013459135892458795,0
dos,dos,1.65961778299562,0
dos,dos,3.611291764824562,0
dos,dos,1.0960827456281883,0
normal,normal,0.0010470337171754667,0
dos,dos,0.20975653411249864,0
normal,normal,0.010233282806993219,0
normal,normal,0.0010763252361901713,0
normal,normal,0.11434575004754123,0
probe,ZERO-DAY,709.8139159674911,1
normal,normal,0.0020913893210186244,0
dos,dos,3.058466547826063,0
dos,dos,1.8394681018805976,0
normal,normal,0.06040828386421901,0
